Chromophore,Solvent,lambda_abs,lambda_em,QY,log_eps,Lifetime (ns),Molecular weight (g mol-1),Reference,split,strict_core
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CC#N,504.0,539.0,0.11,,,385.08678452800007,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,506.0,543.0,0.14,,,385.08678452800007,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,ClCCl,515.0,543.0,0.19,,,385.08678452800007,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3ccc(OC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,514.0,542.0,0.15,,,385.08678452800007,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CO,512.0,550.0,0.15,,,442.0541044960001,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CC#N,513.0,553.0,0.1,,,442.0541044960001,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,515.0,556.0,0.11,,,442.0541044960001,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,ClCCl,518.0,555.0,0.17,,,442.0541044960001,10.1016/j.dyepig.2018.01.043,train,True
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,518.0,560.0,0.1,,,442.0541044960001,10.1016/j.dyepig.2018.01.043,train,True
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CO,536.0,582.0,0.11,,,473.10369754400006,10.1016/j.dyepig.2018.01.043,test,True
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CC#N,536.0,584.0,0.12,,,473.10369754400006,10.1016/j.dyepig.2018.01.043,test,True
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CCOC(C)=O,545.0,588.0,0.12,,,473.10369754400006,10.1016/j.dyepig.2018.01.043,test,True
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,ClCCl,545.0,586.0,0.13,,,473.10369754400006,10.1016/j.dyepig.2018.01.043,test,True
CCCSC1=[N+]2C(=C(c3ccccc3)c3ccc(SCCC)n3[B-]2(F)F)C=C1SC#N,CCCCCC,556.0,597.0,0.13,,,473.10369754400006,10.1016/j.dyepig.2018.01.043,test,True
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CO,488.0,531.0,0.72,,,475.03926736000005,10.1016/j.dyepig.2018.01.043,train,True
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CC#N,479.0,532.0,0.76,,,475.03926736000005,10.1016/j.dyepig.2018.01.043,train,True
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCOC(C)=O,497.0,532.0,0.67,,,475.03926736000005,10.1016/j.dyepig.2018.01.043,train,True
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,ClCCl,505.0,537.0,0.8,,,475.03926736000005,10.1016/j.dyepig.2018.01.043,train,True
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCCCCC,523.0,538.0,0.82,,,475.03926736000005,10.1016/j.dyepig.2018.01.043,train,True
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CO,579.0,592.0,0.5,,,546.1360889360001,10.1016/j.dyepig.2018.01.043,test,True
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CC#N,578.0,590.0,0.42,,,546.1360889360001,10.1016/j.dyepig.2018.01.043,test,True
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCOC(C)=O,580.0,592.0,0.44,,,546.1360889360001,10.1016/j.dyepig.2018.01.043,test,True
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,ClCCl,581.0,594.0,0.52,,,546.1360889360001,10.1016/j.dyepig.2018.01.043,test,True
F[B-]1(F)n2c(NCc3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CCCCCC,581.0,592.0,0.55,,,546.1360889360001,10.1016/j.dyepig.2018.01.043,test,True
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CO,635.0,646.0,0.24,,,660.0707288720001,10.1016/j.dyepig.2018.01.043,train,True
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CC#N,638.0,648.0,0.2,,,660.0707288720001,10.1016/j.dyepig.2018.01.043,train,True
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CCOC(C)=O,641.0,654.0,0.28,,,660.0707288720001,10.1016/j.dyepig.2018.01.043,train,True
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,ClCCl,642.0,656.0,0.22,,,660.0707288720001,10.1016/j.dyepig.2018.01.043,train,True
N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CCCCCC,644.0,655.0,0.19,,,660.0707288720001,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CO,525.0,548.0,0.59,,,397.213699292,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CC#N,524.0,546.0,0.65,,,397.213699292,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCOC(C)=O,527.0,549.0,0.59,,,397.213699292,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,ClCCl,531.0,551.0,0.61,,,397.213699292,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCCCCC,534.0,554.0,0.73,,,397.213699292,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CO,562.0,583.0,0.85,,,454.18101926,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CC#N,562.0,582.0,0.83,,,454.18101926,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCOC(C)=O,565.0,586.0,0.9,,,454.18101926,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,ClCCl,568.0,586.0,0.93,,,454.18101926,10.1016/j.dyepig.2018.01.043,train,True
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCCCCC,572.0,589.0,0.91,,,454.18101926,10.1016/j.dyepig.2018.01.043,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,514.0,527.0,0.92,,5.9,618.2365772979998,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,515.0,531.0,0.97,,5.6,618.2365772979998,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,512.0,525.0,0.87,,5.9,618.2365772979998,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,509.0,528.0,0.03,,,618.2365772979998,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CO,512.0,527.0,0.08,,,618.2365772979998,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,514.0,526.0,0.91,,5.9,646.2678774259999,10.1016/j.jfluchem.2019.01.008,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,514.0,527.0,0.91,,5.6,646.2678774259999,10.1016/j.jfluchem.2019.01.008,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,512.0,524.0,0.82,,5.7,646.2678774259999,10.1016/j.jfluchem.2019.01.008,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,510.0,524.0,0.03,,,646.2678774259999,10.1016/j.jfluchem.2019.01.008,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CO,511.0,523.0,0.04,,,646.2678774259999,10.1016/j.jfluchem.2019.01.008,train,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,513.0,528.0,0.94,,5.8,674.2991775539999,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,514.0,528.0,0.89,,5.7,674.2991775539999,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,512.0,525.0,0.86,,5.9,674.2991775539999,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,510.0,525.0,0.03,,,674.2991775539999,10.1016/j.jfluchem.2019.01.008,test,True
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CO,511.0,526.0,0.05,,,674.2991775539999,10.1016/j.jfluchem.2019.01.008,test,True
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCCCC1,442.0,543.0,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCOC1,425.0,541.0,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CCOC(C)=O,427.0,,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CCO,418.0,553.0,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CC(C)=O,422.0,,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CO,417.0,,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CC#N,412.0,555.0,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,O,396.0,539.0,,,,244.098335192,10.1016/j.cplett.2009.07.075,train,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CCCCCC,428.0,510.0,0.22,4.164353,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClCCl,408.0,528.0,0.15,4.152288,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClC(Cl)Cl,414.0,520.0,0.23,4.176091,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,391.0,525.0,0.12,4.130334,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CC#N,393.0,543.0,0.1,4.082785,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,,509.0,0.48,,,345.12488428800003,10.1016/j.dyepig.2014.01.022,val,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CCCCCC,447.0,507.0,0.95,4.190332,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClCCl,421.0,526.0,0.32,4.292256,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClC(Cl)Cl,430.0,522.0,0.3,4.322219,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CO,404.0,531.0,0.14,4.30103,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CC#N,403.0,527.0,0.08,4.30103,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,,502.0,0.21,,,343.10923422400003,10.1016/j.dyepig.2014.01.022,train,False
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,506.0,524.0,0.08,4.649335,,376.167083448,10.1016/j.dyepig.2014.01.022,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,506.0,522.0,0.06,4.778151,,376.167083448,10.1016/j.dyepig.2014.01.022,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,509.0,527.0,0.07,4.740363,,376.167083448,10.1016/j.dyepig.2014.01.022,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CO,503.0,521.0,0.16,4.746634,,376.167083448,10.1016/j.dyepig.2014.01.022,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,501.0,516.0,0.04,4.741939,,376.167083448,10.1016/j.dyepig.2014.01.022,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,532.0,551.0,0.53,4.880814,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCC,531.0,550.0,0.52,4.845098,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)(Cl)Cl,534.0,553.0,0.5,4.913814,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,533.0,553.0,0.49,4.869232,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,533.0,552.0,0.49,4.875061,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)Cl,535.0,554.0,0.49,4.880814,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOCC,530.0,548.0,0.5,4.755875,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,531.0,550.0,0.47,4.892095,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,532.0,551.0,0.46,4.857332,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CS(C)=O,534.0,552.0,0.44,4.778151,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,532.0,551.0,0.44,4.857332,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,531.0,550.0,0.47,4.869232,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,530.0,549.0,0.45,4.78533,,491.23780586400005,10.1016/j.jlumin.2019.03.058,train,True
Oc1ccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)cc1,ClC(Cl)Cl,541.0,564.0,0.06,4.82,,360.12454994,10.1016/j.jphotochem.2019.112073,val,True
Oc1cccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)c1,ClC(Cl)Cl,531.0,553.0,0.08,4.81,,360.12454994000007,10.1016/j.jphotochem.2019.112073,train,True
F[B-]1(F)n2c(cc(Br)c2Br)C(c2ccccc2)=C2C=C(Br)C(Br)=[N+]21,ClC(Cl)Cl,558.0,570.0,0.98,4.99,,579.740383464,10.1016/j.jphotochem.2019.112073,train,True
F[B-]1(F)n2c(cc(Br)c2Br)C(c2ccccc2)=C2C=C(Br)C(c3ccc[nH]3)=[N+]21,ClC(Cl)Cl,626.0,642.0,0.47,4.76,,566.856420492,10.1016/j.jphotochem.2019.112073,train,True
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)cc3)=[N+]21,ClC(Cl)Cl,562.0,574.0,0.01,5.16,,859.938771272,10.1016/j.jphotochem.2019.112073,train,True
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3cccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)c3)=[N+]21,ClC(Cl)Cl,556.0,568.0,0.28,5.28,,859.938771272,10.1016/j.jphotochem.2019.112073,train,True
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3cccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(-c7ccc[nH]7)n6[B-]5(F)F)C=C4Br)c3)=[N+]21,ClC(Cl)Cl,627.0,644.0,0.18,5.02,,847.0548083,10.1016/j.jphotochem.2019.112073,train,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,512.0,524.0,0.52,,3.35,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,511.0,523.0,0.46,,3.28,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,510.0,521.0,0.42,,2.87,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,508.0,521.0,0.36,,,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,507.0,518.0,0.3,,2.24,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,506.0,518.0,0.25,,1.87,326.140200004,10.1021/jp052626n,val,True
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,505.0,517.0,0.21,,1.6,326.140200004,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,513.0,528.0,0.42,,2.65,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,513.0,526.0,0.38,,2.65,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,512.0,524.0,0.29,,1.94,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,510.0,525.0,0.25,,,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,508.0,522.0,0.25,,1.71,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,508.0,521.0,0.19,,1.46,296.12963532,10.1021/jp052626n,val,True
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,507.0,521.0,0.17,,1.33,296.12963532,10.1021/jp052626n,val,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,517.0,538.0,0.12,,0.82,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,517.0,538.0,0.095,,,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,515.0,533.0,0.073,,0.54,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,514.0,536.0,0.056,,,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,512.0,533.0,0.053,,,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,511.0,533.0,0.032,,,354.13511462400004,10.1021/jp052626n,train,True
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,511.0,531.0,0.039,,,354.13511462400004,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,519.0,543.0,0.076,,0.55,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,519.0,543.0,0.055,,,321.124884288,10.1021/jp052626n,train,True
